Género,Embarque en Línea,Servicio a Bordo,Servicio de Espacio para las Piernas,Manejo de Equipaje,Servicio de Registro,Servicio en Vuelo,cleanliness,Retraso en la Salida en Minutos,Retraso en la Llegada en Minutos
,4,5,5,5,5,4,1,0,0.0
,4,4,4,4,5,4,3,0,0.0
,3,3,2,3,4,3,2,0,0.0
,4,4,4,4,3,4,4,101,102.0
,4,3,3,5,3,5,4,0,0.0
,3,1,1,1,4,1,3,0,0.0
,2,1,4,4,3,4,2,16,11.0
,4,4,4,5,5,4,4,45,59.0
,3,2,4,4,3,3,3,5,5.0
,5,1,4,1,2,4,3,10,0.0
,4,4,4,4,5,4,5,43,26.0
,2,4,1,2,1,3,4,0,30.0
,4,3,5,3,4,5,4,30,3.0
,5,4,4,4,4,4,3,0,0.0
,3,4,3,4,1,3,1,27,32.0
,4,2,1,2,2,2,1,0,0.0
,3,4,5,5,3,5,5,0,0.0
,5,4,4,4,5,4,3,2,0.0
,5,4,4,4,3,4,3,0,0.0
,2,1,3,4,2,2,2,0,0.0
,2,3,3,4,2,3,2,0,0.0
,2,2,1,3,2,4,2,0,7.0
,4,4,5,4,3,4,4,0,3.0
,1,2,2,3,4,3,2,0,0.0
,5,4,4,4,5,4,3,0,0.0
,5,4,4,4,3,4,4,0,0.0
,4,2,2,2,3,2,5,64,49.0
,5,1,4,5,4,3,5,0,0.0
,4,4,4,5,4,4,5,89,122.0
,2,5,3,4,3,5,5,3,0.0
,4,4,5,4,3,4,4,36,42.0
,4,4,4,4,5,5,2,1,7.0
,5,4,4,4,4,4,5,21,18.0
,5,4,4,5,4,5,1,0,0.0
,5,4,5,4,5,4,3,24,32.0
,5,3,3,3,4,3,5,102,118.0
,3,2,2,2,4,2,1,49,32.0
,2,3,4,2,4,1,4,11,22.0
,0,3,5,4,3,5,5,0,0.0
,3,4,1,4,2,4,3,0,2.0
,1,4,3,4,3,5,3,0,0.0
,1,4,4,4,4,5,3,0,0.0
,5,5,5,5,4,5,5,8,0.0
,3,3,5,2,3,2,4,10,13.0
,4,2,2,2,4,2,1,28,25.0
,3,4,2,4,2,3,1,6,12.0
,3,5,2,5,4,5,4,0,0.0
,3,5,4,5,3,4,3,0,0.0
,2,1,3,5,1,4,1,0,0.0
,3,2,2,3,3,3,3,6,0.0
,4,2,2,2,4,2,5,79,83.0
,4,3,4,4,4,3,4,0,0.0
,2,1,5,1,2,5,3,17,21.0
,2,5,4,2,3,2,3,0,0.0
,4,5,5,5,4,5,5,0,0.0
,4,2,2,2,5,2,3,0,0.0
,2,4,5,2,1,3,3,1,0.0
,4,3,2,4,5,4,5,8,3.0
,2,3,4,1,1,3,2,0,0.0
,5,3,1,3,4,3,3,102,99.0
,3,4,2,5,5,3,1,0,0.0
,2,1,5,3,2,4,2,14,0.0
,1,3,5,3,1,4,3,0,0.0
,4,5,5,5,4,5,3,11,32.0
,5,3,4,4,5,3,5,181,176.0
,2,4,2,4,4,4,5,0,0.0
,4,4,4,4,4,4,4,21,7.0
,5,4,5,4,3,5,1,0,0.0
,4,3,1,4,1,3,4,0,0.0
,4,5,5,5,4,5,3,10,0.0
,3,4,2,5,3,3,5,0,0.0
,5,4,4,4,3,4,4,19,14.0
,3,1,1,3,1,3,1,0,0.0
,3,1,4,1,5,1,1,5,0.0
,4,5,1,4,3,2,4,0,0.0
,0,4,4,3,4,5,3,0,0.0
,3,2,1,4,4,2,4,0,8.0
,4,5,2,3,5,5,2,0,0.0
,5,4,4,4,5,4,4,95,96.0
,4,3,4,4,3,5,1,0,0.0
,5,2,3,1,1,1,5,13,11.0
,3,5,3,5,4,4,4,0,0.0
,3,3,4,1,4,5,5,0,0.0
,5,5,5,4,5,4,2,15,3.0
,0,2,4,1,3,1,5,0,0.0
,2,2,3,1,4,2,3,28,21.0
,0,3,3,5,5,4,3,0,0.0
,5,3,3,3,5,3,5,0,0.0
,2,2,4,3,2,4,2,0,3.0
,3,4,3,5,4,4,3,71,62.0
,4,1,1,2,4,1,5,0,0.0
,3,1,5,4,2,4,5,1,19.0
,3,2,4,4,4,5,4,171,172.0
,5,4,3,4,3,4,5,0,0.0
,2,4,4,2,4,4,2,0,0.0
,2,1,3,3,2,4,5,10,7.0
,4,5,5,4,4,4,4,0,0.0
,2,2,1,4,2,4,5,46,58.0
,1,4,2,4,3,5,3,39,30.0
,4,3,3,3,4,3,3,0,19.0
,3,2,2,2,4,2,4,9,0.0
,4,4,3,4,4,4,3,0,0.0
,4,3,1,3,4,3,5,0,1.0
,2,5,4,5,3,4,2,0,4.0
,4,3,2,4,5,4,4,10,0.0
,2,2,1,3,1,2,2,67,77.0
,4,4,4,4,3,4,3,2,0.0
,2,2,5,3,2,4,5,0,0.0
,4,5,4,5,2,5,1,8,0.0
,3,2,1,4,1,4,3,13,15.0
,2,2,4,4,2,4,1,78,73.0
,3,3,3,4,3,3,2,0,0.0
,3,4,2,5,4,5,5,0,0.0
,3,1,4,4,2,1,1,0,0.0
,1,5,5,4,1,1,5,0,0.0
,4,3,3,3,3,3,3,0,0.0
,4,4,4,4,3,4,4,57,49.0
,2,1,4,4,1,3,3,96,87.0
,5,5,4,4,4,4,3,0,0.0
,3,4,2,4,4,5,1,0,0.0
,4,4,4,4,5,4,5,0,0.0
,5,5,5,5,3,5,3,0,0.0
,3,3,2,3,2,3,1,0,27.0
,5,3,3,3,4,3,5,28,16.0
,2,1,3,4,2,3,3,0,24.0
,2,4,3,4,3,5,5,0,0.0
,2,3,3,4,3,3,4,0,18.0
,3,5,5,5,3,4,3,16,27.0
,1,3,2,5,1,1,3,6,0.0
,4,5,5,5,4,5,4,33,23.0
,2,4,3,4,2,3,2,151,186.0
,4,4,4,4,3,4,3,0,1.0
,3,3,3,3,5,5,5,86,95.0
,1,1,4,1,4,4,4,8,2.0
,4,3,4,1,5,3,5,7,0.0
,4,4,5,4,3,4,3,0,6.0
,4,4,5,4,4,4,4,212,208.0
,3,4,2,4,5,4,2,3,0.0
,4,4,4,4,4,4,5,3,7.0
,1,2,4,3,4,4,0,40,30.0
,4,4,3,2,4,2,5,114,126.0
,4,4,5,4,4,4,3,23,27.0
,4,1,3,3,2,4,4,0,0.0
,2,4,4,4,1,4,3,120,120.0
,5,5,1,1,4,5,4,0,0.0
,2,5,3,4,5,4,4,4,19.0
,4,2,2,2,4,2,4,0,11.0
,4,1,1,4,1,3,4,2,0.0
,1,1,5,1,2,2,5,52,49.0
,5,2,5,2,5,1,5,97,100.0
,4,3,2,3,3,3,1,9,3.0
,3,3,4,1,3,1,1,0,0.0
,1,3,2,5,4,4,2,12,2.0
,2,2,5,3,2,3,2,0,0.0
,4,1,2,1,2,4,3,37,10.0
,3,4,4,4,3,4,3,0,0.0
,1,2,1,3,2,3,1,0,0.0
,1,4,3,3,5,5,2,12,6.0
,4,5,5,5,2,5,2,0,0.0
,5,3,2,3,4,4,5,0,0.0
,2,2,2,2,4,2,4,0,0.0
,2,4,4,4,2,3,2,0,0.0
,1,3,2,3,4,4,2,75,73.0
,4,3,5,4,4,5,4,21,21.0
,5,5,4,5,4,5,1,98,64.0
,4,5,3,4,4,4,4,0,0.0
,5,5,5,5,4,5,3,0,0.0
,0,3,1,3,4,4,2,0,5.0
,5,4,4,4,4,4,3,0,12.0
,4,5,1,2,5,5,4,0,0.0
,5,2,2,3,4,4,4,30,2.0
,5,2,3,2,4,2,4,0,0.0
,3,3,3,3,2,3,1,66,78.0
,3,2,5,2,4,4,4,8,1.0
,2,4,4,3,4,4,3,0,74.0
,4,4,3,4,3,4,1,8,24.0
,2,1,3,3,2,2,2,126,175.0
,5,2,2,2,5,2,4,4,1.0
,2,5,5,4,5,1,1,4,6.0
,4,3,3,3,4,3,3,0,0.0
,2,3,2,2,1,3,5,0,0.0
,5,4,4,4,3,4,5,0,0.0
,5,5,4,4,5,5,2,0,0.0
,5,5,5,5,5,5,4,1,3.0
,4,4,1,5,4,5,5,0,0.0
,5,5,5,5,3,5,4,3,0.0
,4,4,3,2,3,4,5,0,0.0
,4,3,3,4,4,4,4,5,2.0
,4,3,3,3,3,3,4,3,0.0
,4,5,2,5,1,5,4,0,0.0
,3,3,3,5,3,4,5,6,0.0
,4,3,3,3,3,3,2,3,0.0
,4,5,4,2,5,5,4,0,0.0
,4,4,4,4,4,5,3,4,7.0
,1,5,2,5,5,5,2,0,0.0
,2,1,5,3,3,1,2,0,18.0
,4,4,4,4,4,4,3,12,1.0
,1,3,2,3,3,5,1,0,0.0
,5,4,5,4,3,4,3,0,0.0
,1,5,5,5,1,5,4,0,0.0
,1,1,4,2,4,2,5,0,37.0
,5,5,5,4,5,4,5,0,0.0
,5,2,3,2,1,2,5,0,0.0
,3,3,5,5,3,5,5,0,0.0
,4,4,4,4,3,4,3,0,9.0
,4,3,3,4,2,3,4,4,0.0
,5,1,2,1,4,1,3,4,0.0
,2,3,3,4,3,4,2,0,43.0
,2,4,1,4,3,1,2,20,31.0
,4,4,4,4,3,4,5,0,0.0
,5,2,2,2,4,2,3,35,51.0
,4,4,4,4,4,4,5,39,35.0
,5,4,4,4,3,4,5,0,0.0
,4,5,4,5,4,5,4,0,0.0
,4,5,5,5,4,5,5,0,0.0
,4,4,3,4,3,4,4,39,40.0
,4,2,2,2,2,2,1,0,0.0
,5,3,2,5,4,4,5,0,0.0
,5,1,1,3,5,1,5,0,22.0
,5,5,5,5,4,5,5,8,0.0
,4,5,5,5,4,5,3,0,0.0
,5,4,4,4,3,4,4,89,80.0
,1,2,3,5,2,3,3,0,0.0
,5,4,4,1,5,1,4,0,1.0
,1,5,5,3,4,5,1,53,47.0
,5,5,5,5,3,5,5,0,0.0
,3,3,3,4,3,3,4,94,81.0
,2,4,4,5,3,4,2,0,2.0
,5,1,4,1,4,4,2,81,85.0
,5,3,3,3,3,3,4,0,8.0
,4,5,5,5,5,5,5,0,0.0
,5,5,5,5,5,5,5,0,0.0
,3,2,5,4,3,2,3,6,0.0
,2,4,5,5,4,5,5,0,1.0
,0,2,1,4,3,4,3,2,0.0
,1,3,5,3,3,3,2,0,0.0
,0,3,2,5,1,4,3,0,5.0
,5,1,5,1,3,1,3,26,41.0
,2,5,4,5,4,4,3,3,0.0
,5,2,1,2,3,4,1,0,0.0
,5,4,4,4,4,4,5,1,0.0
,4,5,5,5,3,5,3,0,0.0
,3,5,2,4,5,4,1,0,0.0
,5,4,4,4,4,4,3,111,100.0
,5,5,5,5,3,5,5,0,0.0
,4,5,5,5,4,5,5,19,9.0
,2,2,5,3,3,3,5,0,0.0
,4,4,2,5,4,5,3,0,0.0
,0,2,3,4,2,1,3,0,0.0
,4,4,5,4,4,4,4,12,4.0
,2,4,5,4,5,4,2,0,0.0
,3,1,1,1,5,5,5,399,432.0
,3,2,5,1,2,5,3,30,0.0
,3,2,5,5,2,2,4,0,0.0
,4,4,4,4,5,4,5,0,0.0
,4,5,5,5,4,5,3,0,0.0
,5,2,2,2,3,2,3,9,5.0
,5,5,5,5,4,5,5,0,0.0
,4,4,4,4,4,4,4,0,0.0
,3,4,2,3,3,3,4,0,0.0
,0,5,5,4,4,5,2,0,0.0
,5,5,5,5,4,5,3,4,0.0
,3,1,1,1,1,1,3,0,9.0
,1,3,5,4,4,3,2,0,0.0
,4,2,2,5,3,2,4,0,0.0
,4,4,4,5,4,4,4,0,6.0
,2,4,4,2,3,3,3,0,0.0
,3,3,5,2,1,2,1,6,21.0
,4,5,5,5,4,5,3,0,0.0
,4,5,5,5,3,5,4,0,0.0
,1,1,2,4,1,2,1,30,52.0
,5,5,5,5,4,5,4,5,10.0
,4,5,4,5,4,4,1,0,0.0
,2,1,3,4,2,4,1,0,0.0
,5,1,1,4,4,2,5,0,0.0
,4,4,5,3,3,5,4,1,0.0
,5,4,4,4,3,4,3,4,3.0
,1,1,3,4,1,4,4,4,0.0
,1,3,3,4,4,4,1,11,7.0
,3,5,1,3,1,1,5,0,0.0
,1,5,4,5,1,4,1,202,213.0
,4,3,1,3,3,2,3,0,0.0
,4,5,5,5,4,5,4,0,0.0
,3,2,3,4,2,3,5,1,0.0
,5,2,2,2,3,2,3,0,0.0
,5,1,1,2,5,3,5,271,272.0
,1,2,3,4,1,4,5,21,14.0
,4,3,3,5,5,4,3,14,3.0
,1,2,2,2,4,2,3,0,0.0
,5,2,2,4,5,2,3,23,28.0
,4,3,3,3,4,3,3,0,0.0
,4,3,2,3,4,4,4,3,14.0
,4,2,5,3,3,4,5,23,11.0
,2,4,3,2,2,5,5,16,42.0
,4,4,4,4,3,4,3,39,17.0
,3,4,3,4,4,4,5,0,0.0
,4,3,4,4,2,3,1,28,13.0
,5,5,5,5,3,5,3,0,14.0
,5,4,4,4,2,4,4,0,0.0
,2,3,3,3,3,5,3,6,10.0
,2,2,1,2,4,2,2,21,10.0
,4,4,4,4,3,4,3,73,67.0
,3,3,2,3,4,4,1,15,6.0
,5,4,2,4,3,5,4,0,0.0
,0,5,4,2,4,1,2,0,0.0
,5,3,5,3,5,4,5,0,1.0
,4,5,5,5,4,5,5,0,0.0
,4,1,3,3,3,5,2,8,1.0
,3,5,2,2,4,3,1,7,0.0
,3,3,5,4,3,4,3,0,0.0
,3,3,2,3,3,1,1,9,4.0
,5,3,3,5,3,4,5,0,0.0
,4,2,2,2,4,2,3,0,0.0
,1,2,4,3,1,4,1,123,159.0
,5,3,4,3,4,3,4,82,79.0
,4,4,4,3,2,2,4,4,9.0
,4,4,4,4,3,4,4,0,0.0
,4,4,4,4,5,4,3,0,0.0
,0,1,2,4,5,1,4,13,32.0
,3,3,3,2,4,3,4,0,0.0
,5,2,3,2,3,2,3,0,0.0
,3,3,4,4,2,4,5,0,0.0
,2,2,4,4,1,3,2,13,15.0
,3,3,3,3,2,3,2,4,0.0
,2,1,3,4,4,4,2,0,0.0
,4,2,1,4,1,2,4,4,0.0
,5,4,4,4,4,4,4,0,0.0
,4,4,4,4,3,4,3,0,0.0
,5,2,4,2,4,2,5,0,0.0
,5,2,3,1,5,2,2,30,21.0
,3,3,2,3,3,3,2,9,10.0
,4,3,3,3,5,3,3,3,2.0
,2,2,4,4,1,4,1,4,50.0
,3,1,1,1,4,1,2,0,11.0
,3,3,3,3,4,3,4,52,58.0
,5,4,4,4,5,4,5,0,0.0
,2,4,3,3,3,3,2,0,0.0
,1,5,3,5,5,5,4,0,0.0
,3,4,5,5,3,5,2,0,11.0
,5,4,2,2,3,5,5,0,0.0
,1,2,3,3,2,4,1,29,55.0
,4,1,1,1,1,1,1,11,7.0
,2,1,1,4,1,3,1,0,0.0
,4,2,2,2,3,2,1,3,4.0
,4,4,4,4,4,4,4,12,12.0
,4,5,4,4,3,4,5,0,11.0
,3,1,3,2,1,2,4,43,62.0
,5,2,2,2,4,2,4,80,74.0
,3,5,5,3,4,5,3,0,0.0
,3,3,2,3,2,3,3,0,18.0
,4,5,5,5,4,5,3,0,0.0
,2,4,4,4,3,4,1,0,0.0
,2,3,3,2,2,3,2,72,109.0
,0,1,1,1,3,4,3,31,42.0
,5,4,4,4,5,4,5,23,10.0
,3,3,4,3,4,3,3,36,43.0
,4,2,3,2,5,4,4,0,14.0
,1,3,2,3,1,3,2,0,0.0
,2,5,5,5,1,5,2,0,0.0
,2,4,4,3,2,2,2,178,221.0
,4,2,2,2,3,2,1,0,6.0
,5,4,5,5,5,3,5,0,21.0
,3,3,1,3,2,3,3,5,0.0
,4,5,3,4,4,5,4,3,4.0
,5,5,5,4,4,4,2,0,0.0
,2,1,1,3,3,3,2,0,1.0
,2,4,4,4,1,4,4,0,0.0
,3,2,2,2,4,2,3,15,5.0
,2,1,1,1,3,1,1,16,13.0
,1,3,4,5,3,4,3,0,0.0
,5,5,4,1,2,4,5,0,5.0
,5,5,5,2,4,3,5,0,0.0
,2,2,1,3,4,3,1,0,0.0
,3,2,1,2,1,3,3,0,13.0
,4,1,3,3,4,2,4,0,0.0
,4,5,5,5,3,5,4,2,2.0
,4,4,4,4,5,4,4,0,0.0
,5,1,1,3,4,2,3,0,0.0
,4,5,3,4,4,2,4,0,0.0
,3,1,2,1,2,1,3,7,11.0
,3,5,5,5,2,5,2,30,48.0
,2,3,4,4,2,4,1,0,0.0
,4,4,4,4,5,4,4,4,7.0
,4,4,5,4,4,4,2,0,0.0
,1,4,3,4,5,5,2,0,11.0
,2,3,4,5,2,5,2,0,20.0
,2,2,3,3,3,4,1,55,82.0
,2,4,2,4,4,5,5,2,0.0
,4,4,4,4,3,4,4,24,27.0
,5,5,5,3,3,5,5,14,14.0
,5,2,2,2,3,2,4,0,0.0
,4,1,3,4,4,3,4,183,176.0
,5,5,3,5,3,5,4,9,2.0
,4,3,1,3,4,5,4,0,0.0
,5,5,5,5,2,5,5,0,0.0
,4,4,4,4,5,4,3,30,74.0
,4,3,4,5,3,4,4,0,0.0
,4,3,4,5,3,4,2,7,0.0
,3,2,3,4,1,1,1,0,0.0
,4,1,5,4,2,4,2,8,13.0
,5,5,5,5,4,5,3,0,0.0
,5,3,5,5,4,4,5,31,11.0
,4,5,5,5,3,5,5,0,0.0
,4,5,4,4,3,4,4,0,0.0
,5,2,3,2,3,2,4,3,0.0
,4,4,2,5,5,5,4,0,0.0
,4,2,3,1,2,4,5,8,12.0
,5,4,4,4,3,4,3,0,2.0
,3,2,2,2,2,2,2,26,33.0
,4,4,4,5,4,5,4,146,164.0
,2,4,3,5,4,5,3,2,0.0
,1,3,2,5,5,5,4,0,0.0
,2,4,5,4,3,4,4,0,0.0
,2,3,5,4,5,5,3,0,0.0
,4,2,3,2,3,2,3,0,0.0
,2,5,3,5,3,4,5,28,27.0
,5,4,1,3,1,3,1,0,0.0
,5,5,5,5,1,5,1,72,74.0
,2,3,2,3,1,3,5,0,0.0
,5,5,5,5,5,5,5,0,0.0
,5,2,2,2,5,2,3,0,36.0
,3,2,4,4,1,4,4,22,19.0
,4,4,5,4,5,4,5,18,0.0
,1,5,3,4,5,5,5,0,8.0
,4,2,2,2,1,2,2,40,40.0
,3,4,5,3,1,1,4,1,2.0
,4,2,4,2,3,2,5,0,0.0
,3,4,3,5,4,4,4,5,0.0
,1,3,5,3,1,3,1,30,32.0
,4,4,2,4,5,4,1,0,0.0
,3,5,1,5,2,2,2,0,0.0
,5,5,3,4,5,2,5,0,0.0
,0,3,3,5,3,4,2,1,0.0
,4,2,3,5,4,3,4,13,9.0
,1,2,3,4,1,3,5,0,0.0
,4,1,3,1,4,1,1,0,0.0
,3,2,2,3,2,3,2,0,0.0
,2,1,4,3,1,3,5,0,11.0
,0,3,2,5,5,5,5,0,0.0
,2,5,5,5,4,4,3,2,5.0
,4,1,4,3,5,5,4,0,0.0
,2,3,5,3,3,4,4,0,0.0
,4,3,3,2,3,3,1,6,0.0
,5,5,5,5,4,5,4,0,13.0
,4,1,1,1,2,1,2,0,0.0
,3,4,4,5,3,5,1,0,0.0
,4,5,3,5,2,5,1,13,0.0
,3,1,1,1,3,1,3,0,0.0
,0,2,2,2,1,3,1,0,0.0
,5,3,1,3,5,3,5,0,0.0
,3,1,2,1,1,5,4,13,92.0
,1,1,1,4,2,3,1,12,9.0
,1,2,2,2,1,2,1,0,0.0
,3,4,4,5,4,5,1,0,0.0
,1,5,5,5,4,5,5,0,0.0
,5,5,5,5,5,5,3,49,55.0
,3,3,3,3,2,3,3,4,5.0
,2,3,3,3,5,1,2,0,0.0
,3,3,3,5,5,4,5,0,0.0
,4,2,2,3,4,3,4,3,0.0
,3,3,2,3,1,2,5,0,0.0
,3,5,5,3,3,4,1,0,0.0
,2,4,4,4,1,4,4,0,0.0
,2,5,4,5,3,5,5,37,26.0
,3,4,4,4,3,3,3,126,168.0
,3,1,3,4,1,4,3,16,4.0
,3,4,1,3,4,4,4,2,1.0
,4,4,1,4,2,4,1,0,13.0
,4,2,2,2,2,2,1,24,16.0
,4,1,1,3,2,4,3,0,0.0
,4,3,3,4,5,4,1,0,0.0
,4,1,3,5,1,1,5,1,1.0
,2,4,3,4,2,2,2,132,119.0
,2,4,4,4,3,4,2,20,28.0
,4,5,5,5,1,5,5,26,17.0
,4,5,5,5,1,5,2,0,0.0
,4,3,3,2,4,3,3,0,0.0
,2,5,1,1,2,3,4,29,32.0
,4,5,5,5,5,5,4,0,0.0
,1,5,2,4,3,5,2,0,0.0
,3,3,4,3,4,3,5,0,0.0
,5,2,5,5,5,2,5,160,0.0
,3,2,1,4,2,4,4,0,6.0
,3,3,2,5,4,4,2,10,1.0
,3,3,4,3,1,2,4,15,46.0
,3,1,1,1,3,1,1,0,2.0
,5,4,4,4,5,4,5,7,15.0
,4,4,4,4,1,4,2,2,0.0
,4,1,5,1,4,3,4,0,14.0
,2,1,2,3,3,3,2,88,78.0
,5,4,4,4,1,4,1,3,0.0
,2,4,4,3,3,3,2,34,20.0
,2,4,5,3,4,2,3,0,0.0
,5,5,5,5,5,5,3,79,68.0
,2,5,5,5,2,5,4,0,0.0
,4,2,2,2,3,2,5,0,0.0
,5,4,4,4,3,4,5,47,42.0
,3,1,4,4,2,3,3,14,23.0
,1,2,3,2,5,3,2,0,0.0
,3,4,4,2,1,2,3,1,14.0
,4,4,4,4,4,4,3,114,106.0
,4,5,5,5,5,5,3,32,21.0
,5,4,5,4,5,4,5,31,26.0
,2,3,1,4,3,1,2,0,0.0
,2,2,5,3,4,4,2,0,0.0
,3,5,4,4,3,4,2,70,70.0
,5,5,5,5,3,5,4,0,0.0
,3,2,1,3,1,3,2,0,0.0
,4,4,5,4,4,4,4,5,0.0
,3,5,5,5,5,4,2,10,10.0
,0,4,4,3,3,2,2,0,0.0
,5,1,1,1,3,1,3,0,0.0
,3,1,5,2,1,2,3,23,33.0
,5,3,4,5,5,5,5,148,129.0
,4,4,4,1,2,5,5,0,22.0
,2,2,1,4,2,3,4,10,6.0
,4,2,4,4,4,1,4,0,3.0
,2,2,2,2,3,2,2,0,0.0
,5,5,5,5,3,5,3,10,0.0
,4,5,5,4,5,5,5,44,19.0
,4,5,2,3,2,5,4,15,4.0
,2,3,3,3,3,3,3,13,26.0
,2,5,3,3,1,5,4,0,0.0
,5,3,4,3,4,3,3,1,1.0
,5,4,4,4,5,4,3,0,7.0
,3,1,1,4,1,4,2,0,0.0
,2,4,3,4,5,4,5,0,9.0
,4,3,4,3,4,3,2,0,2.0
,5,4,4,4,3,4,5,1,6.0
,2,3,3,5,3,5,4,4,0.0
,5,4,4,4,5,4,5,0,0.0
,4,1,1,3,1,4,4,6,0.0
,2,3,3,5,4,4,5,2,3.0
,1,4,4,4,4,3,1,21,12.0
,4,3,2,4,3,5,2,1,4.0
,4,4,3,4,3,5,5,57,68.0
,4,4,4,4,3,4,4,7,0.0
,3,1,3,3,4,2,4,14,6.0
,5,3,4,3,1,3,3,0,0.0
,4,4,3,4,4,4,4,0,0.0
,5,5,5,5,4,5,4,0,0.0
,4,2,5,3,4,2,4,6,0.0
,4,4,5,4,3,4,5,0,0.0
,3,4,2,4,3,4,3,39,32.0
,3,4,4,3,1,4,3,0,0.0
,2,1,2,3,4,3,4,20,10.0
,4,5,5,5,4,4,1,0,0.0
,2,3,4,4,1,4,2,0,0.0
,4,5,5,5,5,5,4,17,12.0
,3,4,5,4,5,4,2,1,0.0
,1,5,5,4,3,5,1,0,0.0
,4,4,4,4,5,4,5,22,39.0
,1,4,4,4,1,4,2,0,0.0
,2,3,4,5,4,5,2,24,23.0
,3,4,4,4,4,4,1,6,17.0
,4,4,4,4,3,4,4,0,0.0
,4,4,4,4,2,2,3,0,0.0
,1,4,3,3,4,2,3,47,59.0
,2,3,3,3,3,3,4,17,20.0
,4,5,4,5,5,4,5,0,0.0
,4,4,5,4,3,3,3,3,0.0
,4,4,4,4,3,4,4,7,1.0
,4,5,3,3,4,4,4,0,0.0
,3,5,3,4,3,5,3,0,0.0
,5,4,4,4,5,4,5,0,0.0
,2,1,3,4,4,4,2,0,0.0
,5,3,3,3,4,3,4,23,10.0
,3,3,4,5,3,4,2,0,0.0
,2,4,2,4,3,4,5,0,0.0
,4,5,5,5,3,5,3,14,10.0
,5,5,3,5,3,5,5,0,0.0
,3,4,3,4,3,4,1,1,0.0
,3,4,3,5,5,4,2,0,0.0
,3,2,5,4,4,4,3,0,1.0
,3,3,2,4,5,5,4,94,107.0
,1,3,2,5,5,5,4,0,0.0
,4,1,5,3,2,4,1,30,15.0
,4,3,1,3,4,3,4,0,0.0
,5,4,4,4,5,4,5,25,20.0
,3,4,2,2,4,4,4,25,29.0
,4,4,5,4,4,4,5,0,3.0
,0,2,4,1,5,2,5,20,16.0
,3,3,4,4,1,3,2,0,0.0
,1,3,5,4,1,3,4,0,0.0
,5,4,4,4,5,4,4,0,0.0
,2,4,4,3,4,4,2,21,17.0
,4,2,1,4,3,5,4,0,0.0
,5,2,5,5,5,4,5,167,167.0
,5,4,4,4,4,4,5,0,0.0
,3,3,1,4,2,3,3,34,28.0
,5,5,5,5,3,5,4,0,0.0
,3,3,2,4,5,5,4,0,0.0
,4,5,5,5,3,5,5,12,15.0
,1,3,2,3,3,1,4,0,0.0
,5,2,4,4,5,3,5,0,2.0
,2,3,3,4,3,4,5,17,14.0
,2,3,2,1,3,3,5,0,0.0
,2,2,2,2,4,2,3,24,24.0
,2,3,3,5,3,5,5,0,0.0
,3,2,4,1,5,2,4,0,0.0
,4,3,2,5,3,3,4,0,0.0
,3,3,2,2,3,3,1,0,5.0
,0,1,4,3,4,2,5,0,0.0
,2,1,3,1,3,5,3,0,0.0
,3,2,2,2,4,2,2,0,0.0
,4,5,5,5,4,5,5,0,0.0
,0,3,5,4,4,4,5,12,2.0
,4,5,4,5,5,5,4,0,0.0
,4,4,2,5,3,5,4,1,0.0
,4,4,1,3,4,3,2,0,0.0
,3,4,3,4,4,4,4,0,3.0
,3,1,2,1,3,1,4,0,6.0
,2,4,5,1,1,1,1,44,46.0
,3,1,0,1,3,1,2,31,45.0
,3,4,4,4,4,4,4,0,0.0
,3,5,4,4,3,4,1,0,0.0
,4,5,5,5,5,5,5,0,6.0
,4,3,5,4,1,4,4,0,0.0
,4,5,1,5,3,5,4,0,0.0
,0,1,1,4,4,3,5,0,0.0
,3,1,4,4,2,4,1,25,0.0
,4,5,5,4,5,4,2,0,0.0
,2,5,4,5,5,5,3,0,0.0
,2,1,3,4,2,3,3,0,0.0
,4,4,3,4,2,4,3,0,0.0
,4,3,4,5,5,5,2,12,10.0
,5,5,5,5,4,5,5,10,0.0
,2,4,1,1,2,4,4,1,19.0
,4,4,4,4,3,4,3,0,0.0
,3,4,3,4,3,4,4,18,17.0
,1,3,1,4,3,3,1,0,0.0
,3,3,3,4,1,3,1,8,15.0
,5,5,5,5,3,5,4,0,0.0
,4,4,5,4,3,4,3,7,0.0
,4,2,2,2,5,2,5,0,0.0
,5,3,4,5,3,4,5,0,0.0
,5,3,5,4,3,5,4,13,5.0
,2,3,5,4,4,5,2,28,19.0
,5,5,5,5,1,5,2,0,0.0
,4,2,2,2,4,2,2,20,22.0
,2,3,4,3,4,3,4,0,0.0
,3,4,2,5,5,4,5,0,5.0
,2,3,2,5,4,4,5,48,41.0
,4,5,5,5,2,5,5,0,0.0
,2,4,1,3,4,3,2,3,0.0
,4,4,4,4,3,4,3,11,9.0
,3,4,3,3,2,1,2,0,0.0
,3,5,2,5,5,5,2,15,9.0
,4,5,3,5,4,4,4,97,97.0
,2,2,1,4,3,4,2,0,0.0
,1,2,2,3,1,3,1,8,15.0
,4,4,4,4,4,4,5,0,0.0
,4,4,2,4,3,4,3,0,0.0
,5,3,4,2,1,4,5,58,50.0
,2,5,5,4,5,5,2,19,17.0
,2,1,5,3,1,4,3,0,0.0
,4,5,4,5,5,5,5,0,0.0
,2,4,2,3,4,4,2,41,38.0
,2,2,2,4,2,3,2,8,0.0
,4,1,4,4,3,3,2,15,7.0
,5,5,4,5,5,5,4,20,14.0
